movement_id,date_id,vessel_key,vessel_id,vessel_category,terminal_id,container_count,move_duration,route_geometry
528,4/21/2023,Passenger_897,897,Passenger,197,89,66.55128227,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
137,10/24/2023,Tanker_188,188,Tanker,350,504,82.29042576,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
67,12/6/2023,Container_796,796,Container,930,350,950.3564005,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
851,8/24/2024,Cargo_594,594,Cargo,154,17,154.76197,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
932,2/5/2023,Container_453,453,Container,748,90,253.8401051,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
763,6/25/2023,Container_262,262,Container,425,189,574.2949262,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
123,12/14/2022,Cargo_993,993,Cargo,224,6,187.1058437,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
98,9/26/2021,Container_319,319,Container,45,437,197.5293924,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
198,3/2/2024,Passenger_928,928,Passenger,272,51,72.58765859,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
751,11/6/2023,Tanker_123,123,Tanker,761,825,980.8211468,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
766,1/19/2023,Cargo_250,250,Cargo,460,592,606.0505309,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
838,3/25/2022,Cargo_616_2,616,Cargo,154,963,529.7439679,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
97,10/18/2022,Tanker_644,644,Tanker,672,84,888.6705776,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
153,7/25/2022,Cargo_326,326,Cargo,350,80,594.4251647,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
901,4/6/2024,Container_367,367,Container,189,869,263.0832641,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
929,8/25/2021,Tanker_787,787,Tanker,961,392,472.258302,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
726,1/3/2022,Container_401,401,Container,728,760,477.5786779,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
106,1/4/2024,Tanker_640,640,Tanker,705,190,398.0795879,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
68,11/7/2023,Tanker_681,681,Tanker,374,8,753.6304906,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
55,10/27/2024,Cargo_527,52,Cargo,812,498,109.682797,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
692,12/18/2024,Tanker_371_2,371,Tanker,672,573,159.214774,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
846,10/23/2021,Passenger_588,58,Passenger,215,111,372.1962668,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
632,7/13/2024,Tanker_590,590,Tanker,895,10,71.17300468,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
262,1/22/2022,Container_164,164,Container,803,212,987.3955415,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
758,1/4/2023,Container_196,196,Container,460,109,495.7944024,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
59,11/1/2024,Cargo_328,328,Cargo,374,997,50.10616935,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
829,6/20/2024,Tanker_779,779,Tanker,812,989,607.8961947,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
892,8/6/2023,Tanker_171,171,Tanker,803,15,781.1045774,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
719,3/30/2024,Passenger_228,228,Passenger,629,457,407.7162503,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
880,4/24/2021,Container_521,521,Container,529,384,480.5322118,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
586,1/20/2024,Cargo_317,31,Cargo,629,27,700.6000026,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
468,1/18/2022,Container_779,779,Container,110,667,233.8177882,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
322,6/4/2022,Cargo_993,993,Cargo,532,851,597.663887,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
922,8/26/2022,Container_106_2,106,Container,708,611,630.9453259,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
697,7/31/2023,Container_685,685,Container,490,918,804.6436642,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
190,3/26/2022,Container_130,130,Container,761,638,891.0716403,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
957,11/2/2021,Passenger_266,266,Passenger,291,548,940.8881423,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
59,3/13/2021,Passenger_974,97,Passenger,198,948,126.3263915,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
588,10/27/2022,Cargo_962,962,Cargo,374,706,816.2675803,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
190,3/8/2022,Container_865,86,Container,215,765,675.4307753,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
665,5/5/2023,Tanker_607,607,Tanker,131,780,370.72813,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
413,10/14/2023,Container_514,514,Container,198,31,922.811173,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
437,6/26/2023,Cargo_695,695,Cargo,425,735,860.1170155,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
672,10/5/2021,Container_482,482,Container,532,749,774.3588538,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
756,6/24/2024,Tanker_844,844,Tanker,529,495,57.48432416,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
380,11/5/2024,Passenger_454,454,Passenger,169,564,177.0068292,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
998,2/13/2021,Passenger_910,910,Passenger,930,833,918.3291856,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
498,9/16/2022,Cargo_679,679,Cargo,803,142,982.236422,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
160,8/22/2022,Cargo_784_2,784,Cargo,506,527,277.3039938,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
6,10/5/2022,Tanker_933,933,Tanker,563,771,277.3870045,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
202,5/6/2023,Cargo_594,594,Cargo,272,259,610.3048972,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
691,9/17/2023,Container_96,96,Container,529,264,76.18168642,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
539,11/29/2022,Container_597,597,Container,957,4,595.31547,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
338,9/26/2024,Cargo_954,954,Cargo,291,312,968.6890902,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
481,2/5/2023,Cargo_903,903,Cargo,395,358,296.9528708,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
838,12/22/2022,Passenger_983,983,Passenger,563,953,742.7450445,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
572,7/3/2023,Passenger_182,182,Passenger,350,82,524.9007427,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
58,6/24/2023,Tanker_771_2,771,Tanker,532,646,287.3113316,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
49,12/8/2024,Cargo_488,488,Cargo,215,63,412.4787476,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
482,9/24/2022,Tanker_115,115,Tanker,215,800,551.0819385,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
404,4/27/2023,Cargo_167,167,Cargo,490,469,761.5908431,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
851,5/30/2021,Passenger_976,976,Passenger,460,426,540.7949944,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
583,3/11/2023,Tanker_666,66,Tanker,224,944,925.1402861,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
757,7/11/2023,Cargo_214,214,Cargo,737,749,116.9487077,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
585,1/3/2024,Tanker_826_2,826,Tanker,215,105,957.6976763,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
345,9/27/2023,Container_401,401,Container,957,266,550.6514143,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
657,5/7/2021,Cargo_655,655,Cargo,532,274,391.8152481,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
622,1/27/2021,Container_841,841,Container,371,610,76.05106423,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
720,5/3/2023,Cargo_197,197,Cargo,778,830,296.2482181,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
189,2/8/2022,Tanker_432,432,Tanker,282,638,437.9345221,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
642,6/19/2023,Container_845,845,Container,761,402,937.0667114,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
285,4/5/2022,Tanker_333,333,Tanker,99,747,756.4253324,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
791,12/30/2021,Passenger_887,887,Passenger,961,759,59.04494275,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
799,9/11/2022,Tanker_447,447,Tanker,224,80,327.8934507,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
625,5/20/2023,Passenger_228,228,Passenger,737,542,491.432317,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
947,3/24/2024,Passenger_454,454,Passenger,532,711,850.0851722,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
538,11/16/2022,Cargo_223,223,Cargo,728,604,776.427488,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
25,3/25/2021,Tanker_304,304,Tanker,291,245,216.1377171,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
606,11/29/2021,Container_297,297,Container,803,161,50.45956374,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
778,4/14/2024,Container_822,822,Container,627,291,132.3753951,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
101,10/7/2022,Container_768,768,Container,224,352,503.2896799,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
104,2/21/2021,Container_67,67,Container,883,922,89.87760557,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
273,4/11/2023,Cargo_460,460,Cargo,110,622,249.7577631,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
845,2/18/2023,Passenger_670,670,Passenger,224,836,821.3476998,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
527,1/22/2021,Cargo_308,308,Cargo,705,26,401.9531006,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
977,10/16/2022,Container_167,167,Container,708,784,996.1464945,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
873,7/15/2024,Container_936,936,Container,395,188,755.982754,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
555,6/11/2023,Passenger_95,95,Passenger,598,566,264.9182685,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
679,1/19/2021,Cargo_953,953,Cargo,45,386,7.57034269,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
331,8/4/2023,Tanker_974,974,Tanker,169,864,527.2074751,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
90,9/6/2023,Tanker_288_3,288,Tanker,761,675,705.8557757,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
399,7/23/2023,Container_130,130,Container,131,460,469.6830458,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
592,7/31/2024,Container_477,477,Container,506,510,906.5046605,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
182,12/27/2022,Cargo_248,248,Cargo,197,707,767.9509271,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
221,9/25/2023,Passenger_941,94,Passenger,272,719,520.2691227,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
15,6/29/2023,Passenger_956,956,Passenger,883,573,18.92391359,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
734,8/10/2024,Passenger_86,86,Passenger,748,727,338.2469091,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
900,8/8/2023,Cargo_194,194,Cargo,748,789,494.4081366,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
828,9/15/2023,Tanker_591,591,Tanker,425,31,250.2343414,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
380,8/29/2022,Tanker_555,55,Tanker,733,367,837.6519214,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
594,5/20/2021,Cargo_248,248,Cargo,598,902,424.4711575,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
961,4/25/2022,Tanker_946,946,Tanker,369,321,203.8004976,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
591,12/1/2024,Container_79,79,Container,197,825,779.0993954,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
296,4/14/2022,Container_795,795,Container,215,549,608.2837812,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
338,7/8/2021,Passenger_928,928,Passenger,369,271,197.0784468,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
727,4/18/2023,Cargo_315,315,Cargo,169,350,532.7460481,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
446,7/20/2024,Tanker_323,323,Tanker,169,485,694.5212374,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
838,1/11/2021,Container_829,829,Container,374,124,448.4333254,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
864,5/30/2023,Container_745,745,Container,490,308,302.3820453,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
35,4/27/2022,Container_685,685,Container,629,681,689.6686807,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
724,3/4/2022,Passenger_648,648,Passenger,272,907,687.2660856,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
370,1/26/2021,Passenger_649,6,Passenger,733,951,16.93742856,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
520,9/15/2024,Tanker_627,627,Tanker,733,383,234.125309,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
265,11/28/2021,Cargo_516_2,516,Cargo,282,794,646.3160559,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
368,10/2/2023,Container_319,319,Container,198,396,224.1447842,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
330,11/3/2023,Tanker_710_2,710,Tanker,99,807,962.6548517,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
50,2/25/2022,Passenger_463_2,463,Passenger,563,912,162.7909366,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
783,7/4/2024,Cargo_320,320,Cargo,197,446,748.2160613,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
143,10/11/2022,Cargo_240,240,Cargo,154,601,998.3226269,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
376,12/7/2024,Passenger_411,41,Passenger,672,867,346.5784668,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
193,4/5/2021,Passenger_147,147,Passenger,733,138,603.127379,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
160,7/25/2024,Cargo_354,354,Cargo,169,247,105.7119698,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
373,9/22/2024,Cargo_769,76,Cargo,748,626,621.8234908,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
919,1/14/2021,Container_932,932,Container,113,179,987.5227799,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
945,6/24/2021,Container_833,833,Container,733,795,972.8591693,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
382,1/15/2021,Passenger_108,108,Passenger,748,266,411.7781897,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
505,4/19/2024,Tanker_118,118,Tanker,350,338,820.6204552,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
986,5/8/2022,Container_282,282,Container,708,811,826.5997022,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
235,1/5/2021,Container_698,698,Container,961,527,327.2666223,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
945,10/31/2022,Tanker_144_2,144,Tanker,395,791,822.7476362,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
105,4/1/2024,Container_587,587,Container,425,627,162.4045812,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
226,5/1/2024,Tanker_990,990,Tanker,369,514,978.8791965,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
338,3/25/2024,Passenger_531,531,Passenger,733,510,864.1700706,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
37,3/10/2022,Passenger_617,617,Passenger,272,803,510.5932451,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
816,5/11/2021,Tanker_412,412,Tanker,728,1000,385.3220569,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
856,2/12/2021,Passenger_653,653,Passenger,490,24,945.9486324,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
383,3/30/2021,Cargo_158,158,Cargo,672,507,71.12612546,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
837,1/14/2023,Container_274,274,Container,45,784,498.3895684,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
773,2/14/2022,Container_763,763,Container,748,644,486.9469004,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
802,11/19/2024,Container_196,196,Container,215,484,381.3246979,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
803,12/19/2021,Container_845,845,Container,45,794,112.6275793,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
574,8/6/2022,Container_319,319,Container,883,468,251.3813168,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
110,10/16/2024,Container_140_2,140,Container,224,136,983.1182442,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
924,12/18/2021,Passenger_132,132,Passenger,110,272,807.9513885,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
609,12/3/2023,Cargo_432,432,Cargo,154,43,838.2831571,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
902,5/15/2024,Tanker_808,808,Tanker,350,702,509.5315952,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
960,4/22/2024,Container_266,266,Container,803,973,661.8254311,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
187,1/29/2023,Container_262,262,Container,169,379,505.0059307,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
402,9/26/2024,Cargo_416_2,416,Cargo,803,732,677.3594048,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
192,12/9/2023,Cargo_817_2,817,Cargo,490,983,863.4684243,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
50,3/14/2022,Tanker_581_2,581,Tanker,282,393,242.5947036,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
967,12/4/2022,Container_262,262,Container,506,883,950.8932713,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
924,7/26/2021,Cargo_387,387,Cargo,961,17,913.6118167,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
932,10/9/2024,Container_487,487,Container,387,678,419.2912942,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
884,10/25/2022,Tanker_144_2,144,Tanker,627,166,976.8142158,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
649,6/7/2023,Passenger_914,914,Passenger,198,782,882.524148,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
522,2/12/2022,Container_964,964,Container,737,9,40.07739458,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
992,10/16/2023,Cargo_761,761,Cargo,737,833,42.1141669,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
552,12/30/2022,Cargo_903,903,Cargo,728,396,707.2845792,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
643,2/27/2021,Tanker_686_2,686,Tanker,490,237,783.6719683,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
211,9/26/2022,Tanker_506,506,Tanker,197,555,248.6869197,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
747,3/2/2024,Tanker_556,556,Tanker,45,990,498.7366489,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
820,8/11/2023,Tanker_591,591,Tanker,371,160,539.2484165,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
679,10/23/2021,Tanker_144_2,144,Tanker,961,310,445.5957606,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
499,2/6/2024,Tanker_519,519,Tanker,45,640,69.12242918,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
198,6/4/2023,Container_371,371,Container,328,93,218.8961021,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
33,5/30/2023,Passenger_536,536,Passenger,387,955,814.5107391,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
627,8/15/2024,Cargo_856,856,Cargo,99,524,73.08688468,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
683,10/22/2021,Tanker_980,980,Tanker,169,991,622.1406521,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
773,8/31/2022,Passenger_956,956,Passenger,930,415,634.1582,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
951,10/2/2022,Passenger_276,276,Passenger,371,833,956.4901327,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
497,5/14/2023,Tanker_892,892,Tanker,728,331,987.4512398,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
829,5/13/2024,Cargo_927,927,Cargo,224,444,945.0425259,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
717,4/30/2023,Passenger_690,690,Passenger,733,347,541.3214353,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
277,9/1/2024,Tanker_272,272,Tanker,215,547,41.77572221,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
845,9/19/2022,Tanker_65,65,Tanker,291,223,277.3006119,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
